Hierarchy,Id,Term,Condition
constatation clinique (constatation),405947006,raideur nucale (constatation),Existing localized concept
constatation clinique (constatation),405986005,grade intermédiaire dans la différenciation histologique (constatation),Existing localized concept
constatation clinique (constatation),406010001,antigène de surface de l'hépatite B négatif (constatation),Existing localized concept
constatation clinique (constatation),406109008,dosage immuno-enzymatique du virus de l'immunodéficience humaine positif (constatation),Existing localized concept
constatation clinique (constatation),406117000,dosage immuno-enzymatique de l'antigène de surface de l'hépatite B positif (constatation),Existing localized concept
constatation clinique (constatation),406118005,dosage immuno-enzymatique de l'antigène de surface de l'hépatite B négatif (constatation),Existing localized concept
constatation clinique (constatation),406122000,constatation à propos de la tête (constatation),Existing localized concept
constatation clinique (constatation),406123005,constatation à propos de la structure d'un viscère (constatation),Existing localized concept
constatation clinique (constatation),406133002,taux de criminalité élevé dans la communauté (constatation),Existing localized concept
constatation clinique (constatation),406151001,suivi après le congé (constatation),Existing localized concept
constatation clinique (constatation),406428006,hypertrophie de la trabécule septomarginale (trouble),Existing localized concept
constatation clinique (constatation),406506008,trouble déficitaire de l'attention avec hyperactivité (trouble),Existing localized concept
constatation clinique (constatation),406530005,besoins de soins de santé comblés par le service (constatation),Existing localized concept
constatation clinique (constatation),406531009,le client demande à voir son dossier médical (constatation),Existing localized concept
constatation clinique (constatation),406562008,infection à Blastomyces du système nerveux central (trouble),Existing localized concept
constatation clinique (constatation),406564009,infection à Brucella du système nerveux central (trouble),Existing localized concept
constatation clinique (constatation),406566006,infection à Chlamydia du système nerveux central (trouble),Existing localized concept
constatation clinique (constatation),406570003,infection à cytomégalovirus du système nerveux central (trouble),Existing localized concept
constatation clinique (constatation),406574007,infection causée par un entérocoque (trouble),Existing localized concept
constatation clinique (constatation),406575008,infection causée par entérocoque résistant à la vancomycine (trouble),Existing localized concept
constatation clinique (constatation),406578005,infection entérovirale du système nerveux central (trouble),Existing localized concept
constatation clinique (constatation),406580004,infection à Escherichia coli du système nerveux central (trouble),Existing localized concept
constatation clinique (constatation),406581000,infection gonococcique du système nerveux central (trouble),Existing localized concept
constatation clinique (constatation),406583002,infection invasive à Haemophilus influenzae (trouble),Existing localized concept
constatation clinique (constatation),406585009,hépatite non A&#44; non B&#44; non C aiguë (trouble),Existing localized concept
constatation clinique (constatation),406588006,influenza touchant le système nerveux central (trouble),Existing localized concept
constatation clinique (constatation),406590007,infection à Listeria du système nerveux central (trouble),Existing localized concept
constatation clinique (constatation),406592004,rougeole affectant le système nerveux central (trouble),Existing localized concept
constatation clinique (constatation),406602003,infection à Staphylococcus aureus (trouble),Existing localized concept
constatation clinique (constatation),406603008,infection à Staphylococcus aureus de résistance intermédiaire à un glycopeptide (trouble),Existing localized concept
constatation clinique (constatation),406607009,infection à Staphylococcus aureus résistant ou de résistance intermédiaire à un glycopeptide (trouble),Existing localized concept
constatation clinique (constatation),406608004,infection à Staphylococcus epidermidis (trouble),Existing localized concept
